Ash(O),C(O),O/C(O),H/C(O),N/C(O),HHV(O),Moisture,Temperature,Time,Yield,C(H),O/C(H),H/C(H),N/C(H),Ash(H),HHV(H),CR,ER,,,,,,
12.700 ,37.015 ,0.888 ,1.642 ,0.024 ,14.900 ,68.000 ,250.000 ,30.000 ,73.500 ,44.278 ,0.575 ,1.237 ,0.025 ,15.500 ,20.100 ,87.922 ,98.850 ,,,,,,
12.700 ,37.015 ,0.888 ,1.642 ,0.024 ,14.900 ,68.000 ,250.000 ,120.000 ,51.600 ,44.567 ,0.504 ,1.103 ,0.025 ,19.700 ,20.400 ,62.127 ,70.520 ,,,,,,
12.700 ,37.015 ,0.888 ,1.642 ,0.024 ,14.900 ,85.000 ,210.000 ,30.000 ,93.200 ,40.568 ,0.765 ,1.510 ,0.017 ,12.000 ,16.100 ,102.146 ,98.010 ,,,,,,
12.700 ,37.015 ,0.888 ,1.642 ,0.024 ,14.900 ,85.000 ,210.000 ,120.000 ,85.000 ,41.650 ,0.712 ,1.437 ,0.022 ,12.500 ,16.600 ,95.643 ,91.880 ,,,,,,
12.700 ,37.015 ,0.888 ,1.642 ,0.024 ,14.900 ,85.000 ,230.000 ,30.000 ,86.300 ,41.230 ,0.717 ,1.465 ,0.020 ,13.200 ,16.500 ,96.127 ,92.520 ,,,,,,
12.700 ,37.015 ,0.888 ,1.642 ,0.024 ,14.900 ,85.000 ,230.000 ,120.000 ,64.000 ,42.757 ,0.625 ,1.328 ,0.022 ,15.500 ,18.100 ,73.928 ,75.480 ,,,,,,
12.700 ,37.015 ,0.888 ,1.642 ,0.024 ,14.900 ,85.000 ,250.000 ,30.000 ,66.900 ,44.467 ,0.560 ,1.268 ,0.024 ,16.100 ,18.800 ,80.368 ,82.070 ,,,,,,
12.700 ,37.015 ,0.888 ,1.642 ,0.024 ,14.900 ,85.000 ,250.000 ,120.000 ,48.400 ,45.667 ,0.473 ,1.099 ,0.027 ,19.600 ,20.500 ,59.713 ,64.570 ,,,,,,
35.030 ,47.010 ,0.160 ,1.595 ,0.022 ,21.910 ,70.000 ,210.000 ,120.000 ,77.500 ,43.640 ,0.164 ,1.691 ,0.016 ,39.970 ,20.740 ,71.944 ,73.361 ,,,,,,
35.030 ,47.010 ,0.160 ,1.595 ,0.022 ,21.910 ,70.000 ,240.000 ,120.000 ,75.700 ,46.520 ,0.198 ,1.690 ,0.015 ,37.950 ,21.710 ,74.911 ,75.009 ,,,,,,
35.030 ,47.010 ,0.160 ,1.595 ,0.022 ,21.910 ,70.000 ,270.000 ,120.000 ,79.910 ,44.900 ,0.176 ,1.716 ,0.015 ,38.600 ,21.310 ,76.323 ,77.722 ,,,,,,
41.800 ,21.860 ,0.978 ,1.850 ,0.150 ,10.980 ,16.670 ,220.000 ,60.000 ,59.070 ,23.640 ,0.336 ,1.442 ,0.093 ,59.800 ,11.820 ,63.880 ,63.589 ,,,,,,
34.190 ,31.610 ,0.556 ,1.989 ,0.118 ,14.710 ,83.333 ,160.000 ,600.000 ,70.750 ,29.000 ,0.453 ,1.949 ,0.077 ,45.070 ,13.940 ,64.908 ,67.047 ,,,,,,
34.190 ,31.610 ,0.556 ,1.989 ,0.118 ,14.710 ,83.330 ,180.000 ,600.000 ,67.220 ,29.230 ,0.386 ,1.897 ,0.068 ,47.670 ,14.100 ,62.159 ,64.432 ,,,,,,
34.190 ,31.610 ,0.556 ,1.989 ,0.118 ,14.710 ,83.330 ,200.000 ,600.000 ,65.050 ,29.970 ,0.330 ,1.778 ,0.058 ,49.220 ,13.980 ,61.675 ,61.822 ,,,,,,
34.190 ,31.610 ,0.556 ,1.989 ,0.118 ,14.710 ,83.330 ,220.000 ,600.000 ,61.730 ,28.810 ,0.350 ,1.770 ,0.055 ,50.500 ,14.160 ,56.262 ,59.422 ,,,,,,
34.190 ,31.610 ,0.556 ,1.989 ,0.118 ,14.710 ,83.330 ,240.000 ,600.000 ,59.850 ,30.650 ,0.188 ,1.640 ,0.062 ,54.170 ,14.930 ,58.032 ,60.745 ,,,,,,
33.570 ,36.640 ,0.362 ,2.905 ,0.075 ,16.300 ,88.890 ,250.000 ,120.000 ,80.220 ,38.320 ,0.580 ,1.334 ,0.025 ,26.670 ,18.980 ,83.898 ,71.130 ,,,,,,
26.060 ,28.504 ,0.905 ,2.011 ,0.179 ,16.500 ,50.000 ,180.000 ,60.000 ,93.900 ,28.246 ,0.876 ,1.777 ,0.154 ,29.350 ,17.300 ,93.050 ,92.200 ,,,,,,
26.060 ,28.504 ,0.905 ,2.011 ,0.179 ,16.500 ,50.000 ,200.000 ,60.000 ,92.600 ,28.447 ,0.865 ,1.717 ,0.149 ,29.570 ,17.500 ,92.414 ,91.600 ,,,,,,
26.060 ,28.504 ,0.905 ,2.011 ,0.179 ,16.500 ,50.000 ,220.000 ,60.000 ,88.700 ,27.743 ,0.841 ,1.561 ,0.126 ,33.310 ,18.300 ,86.332 ,93.100 ,,,,,,
26.060 ,28.504 ,0.905 ,2.011 ,0.179 ,16.500 ,50.000 ,250.000 ,60.000 ,83.400 ,27.631 ,0.724 ,1.268 ,0.116 ,38.910 ,20.200 ,80.846 ,90.300 ,,,,,,
26.060 ,28.504 ,0.905 ,2.011 ,0.179 ,16.500 ,50.000 ,280.000 ,60.000 ,80.400 ,29.060 ,0.657 ,1.023 ,0.087 ,40.020 ,22.400 ,81.970 ,89.600 ,,,,,,
5.860 ,47.320 ,0.421 ,1.775 ,0.179 ,19.960 ,90.000 ,150.000 ,0.000 ,68.950 ,53.470 ,0.296 ,1.575 ,0.126 ,10.310 ,23.060 ,77.911 ,79.659 ,,,,,,
5.860 ,47.320 ,0.421 ,1.775 ,0.179 ,19.960 ,90.000 ,150.000 ,30.000 ,59.520 ,54.120 ,0.289 ,1.550 ,0.126 ,10.820 ,23.280 ,68.073 ,69.420 ,,,,,,
5.860 ,47.320 ,0.421 ,1.775 ,0.179 ,19.960 ,90.000 ,150.000 ,60.000 ,55.270 ,54.820 ,0.260 ,1.508 ,0.124 ,10.860 ,23.730 ,64.030 ,65.709 ,,,,,,
5.860 ,47.320 ,0.421 ,1.775 ,0.179 ,19.960 ,90.000 ,150.000 ,90.000 ,51.620 ,55.670 ,0.252 ,1.453 ,0.116 ,10.890 ,23.870 ,60.729 ,61.732 ,,,,,,
5.860 ,47.320 ,0.421 ,1.775 ,0.179 ,19.960 ,90.000 ,180.000 ,0.000 ,51.330 ,54.890 ,0.278 ,1.513 ,0.116 ,11.380 ,23.550 ,59.541 ,60.562 ,,,,,,
5.860 ,47.320 ,0.421 ,1.775 ,0.179 ,19.960 ,90.000 ,180.000 ,30.000 ,43.260 ,56.060 ,0.260 ,1.460 ,0.101 ,10.460 ,23.990 ,51.250 ,51.994 ,,,,,,
5.860 ,47.320 ,0.421 ,1.775 ,0.179 ,19.960 ,90.000 ,180.000 ,60.000 ,39.750 ,56.340 ,0.237 ,1.419 ,0.101 ,12.330 ,24.170 ,47.327 ,48.134 ,,,,,,
5.860 ,47.320 ,0.421 ,1.775 ,0.179 ,19.960 ,90.000 ,180.000 ,90.000 ,36.360 ,57.210 ,0.217 ,1.349 ,0.091 ,12.060 ,24.400 ,43.959 ,44.448 ,,,,,,
5.860 ,47.320 ,0.421 ,1.775 ,0.179 ,19.960 ,90.000 ,210.000 ,0.000 ,38.590 ,56.570 ,0.284 ,1.423 ,0.103 ,10.520 ,23.660 ,46.133 ,45.743 ,,,,,,
5.860 ,47.320 ,0.421 ,1.775 ,0.179 ,19.960 ,90.000 ,210.000 ,30.000 ,32.590 ,58.030 ,0.238 ,1.361 ,0.096 ,11.050 ,24.530 ,39.966 ,40.052 ,,,,,,
5.860 ,47.320 ,0.421 ,1.775 ,0.179 ,19.960 ,90.000 ,210.000 ,60.000 ,28.060 ,60.230 ,0.181 ,1.494 ,0.092 ,11.740 ,27.120 ,35.715 ,38.126 ,,,,,,
5.860 ,47.320 ,0.421 ,1.775 ,0.179 ,19.960 ,90.000 ,210.000 ,90.000 ,28.980 ,61.110 ,0.157 ,1.380 ,0.086 ,12.060 ,27.150 ,37.425 ,39.419 ,,,,,,
5.860 ,47.320 ,0.421 ,1.775 ,0.179 ,19.960 ,90.000 ,240.000 ,0.000 ,33.520 ,59.280 ,0.194 ,1.413 ,0.101 ,13.000 ,26.010 ,41.992 ,43.680 ,,,,,,
5.860 ,47.320 ,0.421 ,1.775 ,0.179 ,19.960 ,90.000 ,240.000 ,30.000 ,29.260 ,59.740 ,0.177 ,1.350 ,0.093 ,14.330 ,26.070 ,36.940 ,38.217 ,,,,,,
5.860 ,47.320 ,0.421 ,1.775 ,0.179 ,19.960 ,90.000 ,240.000 ,60.000 ,26.620 ,59.680 ,0.175 ,1.339 ,0.090 ,17.600 ,26.000 ,33.573 ,34.675 ,,,,,,
5.860 ,47.320 ,0.421 ,1.775 ,0.179 ,19.960 ,90.000 ,240.000 ,90.000 ,27.850 ,61.230 ,0.158 ,1.341 ,0.085 ,18.030 ,26.940 ,36.037 ,37.589 ,,,,,,
14.960 ,45.960 ,0.451 ,1.715 ,0.079 ,20.500 ,97.100 ,190.000 ,30.000 ,77.200 ,44.560 ,0.480 ,1.680 ,0.043 ,24.910 ,19.450 ,74.848 ,73.246 ,,,,,,
14.960 ,45.960 ,0.451 ,1.715 ,0.079 ,20.500 ,97.100 ,190.000 ,60.000 ,67.000 ,46.110 ,0.422 ,1.681 ,0.039 ,24.400 ,20.710 ,67.219 ,67.686 ,,,,,,
14.960 ,45.960 ,0.451 ,1.715 ,0.079 ,20.500 ,97.100 ,220.000 ,30.000 ,60.600 ,44.860 ,0.426 ,1.592 ,0.036 ,28.580 ,20.060 ,59.150 ,59.299 ,,,,,,
14.960 ,45.960 ,0.451 ,1.715 ,0.079 ,20.500 ,97.100 ,220.000 ,60.000 ,57.200 ,43.150 ,0.459 ,1.582 ,0.037 ,31.200 ,18.720 ,53.703 ,52.233 ,,,,,,
14.960 ,45.960 ,0.451 ,1.715 ,0.079 ,20.500 ,97.100 ,250.000 ,30.000 ,49.400 ,41.680 ,0.404 ,1.448 ,0.037 ,34.630 ,18.660 ,44.800 ,44.966 ,,,,,,
14.960 ,45.960 ,0.451 ,1.715 ,0.079 ,20.500 ,97.100 ,250.000 ,60.000 ,52.000 ,41.210 ,0.393 ,1.459 ,0.041 ,37.180 ,19.170 ,46.626 ,48.626 ,,,,,,
44.990 ,25.600 ,0.620 ,1.856 ,0.120 ,10.660 ,97.100 ,190.000 ,30.000 ,82.800 ,19.220 ,0.719 ,1.642 ,0.070 ,57.210 ,9.270 ,62.165 ,72.003 ,,,,,,
44.990 ,25.600 ,0.620 ,1.856 ,0.120 ,10.660 ,97.100 ,190.000 ,60.000 ,81.500 ,14.160 ,0.830 ,1.695 ,0.065 ,67.100 ,7.970 ,45.080 ,60.934 ,,,,,,
44.990 ,25.600 ,0.620 ,1.856 ,0.120 ,10.660 ,97.100 ,220.000 ,30.000 ,64.600 ,11.700 ,0.792 ,1.651 ,0.059 ,72.570 ,8.960 ,29.524 ,54.298 ,,,,,,
44.990 ,25.600 ,0.620 ,1.856 ,0.120 ,10.660 ,97.100 ,220.000 ,60.000 ,70.600 ,10.210 ,1.391 ,1.610 ,0.055 ,67.880 ,7.860 ,28.157 ,52.056 ,,,,,,
44.990 ,25.600 ,0.620 ,1.856 ,0.120 ,10.660 ,97.100 ,250.000 ,30.000 ,78.100 ,12.510 ,0.703 ,1.583 ,0.048 ,73.430 ,8.590 ,38.165 ,62.934 ,,,,,,
44.990 ,25.600 ,0.620 ,1.856 ,0.120 ,10.660 ,97.100 ,250.000 ,60.000 ,64.900 ,12.020 ,0.447 ,1.557 ,0.049 ,76.970 ,8.380 ,30.473 ,51.019 ,,,,,,
28.430 ,35.910 ,0.491 ,1.811 ,0.139 ,16.020 ,85.710 ,190.000 ,30.000 ,88.200 ,36.610 ,0.380 ,1.613 ,0.100 ,35.660 ,16.300 ,89.919 ,89.742 ,,,,,,
28.430 ,35.910 ,0.491 ,1.811 ,0.139 ,16.020 ,85.710 ,190.000 ,60.000 ,85.600 ,35.070 ,0.413 ,1.577 ,0.097 ,37.050 ,15.960 ,83.598 ,85.279 ,,,,,,
28.430 ,35.910 ,0.491 ,1.811 ,0.139 ,16.020 ,85.710 ,220.000 ,30.000 ,75.100 ,35.190 ,0.352 ,1.473 ,0.085 ,40.480 ,15.700 ,73.594 ,73.600 ,,,,,,
28.430 ,35.910 ,0.491 ,1.811 ,0.139 ,16.020 ,85.710 ,220.000 ,60.000 ,75.200 ,35.750 ,0.322 ,1.463 ,0.083 ,41.100 ,15.470 ,74.865 ,72.618 ,,,,,,
28.430 ,35.910 ,0.491 ,1.811 ,0.139 ,16.020 ,85.710 ,250.000 ,30.000 ,67.600 ,35.300 ,0.299 ,1.397 ,0.077 ,43.360 ,15.980 ,66.452 ,67.431 ,,,,,,
28.430 ,35.910 ,0.491 ,1.811 ,0.139 ,16.020 ,85.710 ,250.000 ,60.000 ,66.800 ,35.570 ,0.298 ,1.366 ,0.075 ,43.140 ,15.330 ,66.168 ,63.923 ,,,,,,
46.900 ,28.600 ,0.430 ,1.301 ,0.102 ,14.900 ,88.890 ,150.000 ,60.000 ,87.362 ,33.400 ,0.337 ,1.581 ,0.082 ,43.800 ,15.000 ,102.024 ,87.948 ,,,,,,
46.900 ,28.600 ,0.430 ,1.301 ,0.102 ,14.900 ,88.890 ,200.000 ,60.000 ,76.295 ,34.000 ,0.309 ,1.482 ,0.061 ,44.400 ,15.100 ,90.700 ,77.319 ,,,,,,
46.900 ,28.600 ,0.430 ,1.301 ,0.102 ,14.900 ,88.890 ,250.000 ,60.000 ,68.282 ,34.700 ,0.229 ,1.418 ,0.059 ,47.500 ,15.300 ,82.846 ,70.115 ,,,,,,
7.720 ,48.040 ,0.521 ,1.771 ,0.045 ,21.191 ,97.220 ,180.000 ,30.000 ,85.700 ,49.780 ,0.481 ,1.731 ,0.028 ,8.860 ,22.026 ,88.804 ,89.077 ,,,,,,
41.160 ,29.960 ,0.463 ,1.874 ,0.142 ,13.190 ,93.458 ,180.000 ,60.000 ,60.230 ,23.480 ,0.317 ,1.825 ,0.083 ,60.350 ,10.110 ,49.000 ,46.166 ,,,,,,
41.160 ,29.960 ,0.463 ,1.874 ,0.142 ,13.190 ,93.458 ,230.000 ,60.000 ,60.230 ,22.680 ,0.202 ,1.667 ,0.068 ,65.900 ,9.620 ,43.000 ,43.928 ,,,,,,
41.160 ,29.960 ,0.463 ,1.874 ,0.142 ,13.190 ,93.458 ,280.000 ,60.000 ,60.230 ,23.670 ,0.108 ,1.425 ,0.059 ,68.080 ,9.810 ,43.000 ,44.796 ,,,,,,
60.900 ,20.720 ,0.414 ,1.610 ,0.122 ,7.820 ,90.910 ,120.000 ,60.000 ,89.220 ,18.190 ,0.362 ,1.695 ,0.119 ,67.020 ,7.045 ,78.326 ,80.374 ,,,,,,
60.900 ,20.720 ,0.414 ,1.610 ,0.122 ,7.820 ,90.910 ,150.000 ,60.000 ,84.110 ,16.270 ,0.360 ,1.682 ,0.108 ,70.760 ,6.046 ,66.046 ,65.035 ,,,,,,
60.900 ,20.720 ,0.414 ,1.610 ,0.122 ,7.820 ,90.910 ,180.000 ,60.000 ,78.610 ,13.910 ,0.360 ,1.656 ,0.087 ,75.280 ,4.823 ,52.773 ,48.483 ,,,,,,
60.900 ,20.720 ,0.414 ,1.610 ,0.122 ,7.820 ,90.910 ,210.000 ,60.000 ,77.500 ,13.810 ,0.360 ,1.434 ,0.071 ,76.300 ,4.454 ,51.654 ,44.137 ,,,,,,
60.900 ,20.720 ,0.414 ,1.610 ,0.122 ,7.820 ,90.910 ,240.000 ,60.000 ,75.950 ,12.770 ,0.348 ,1.466 ,0.067 ,78.060 ,4.011 ,46.809 ,38.957 ,,,,,,
27.540 ,26.542 ,1.071 ,1.897 ,0.124 ,9.624 ,95.700 ,140.000 ,240.000 ,74.640 ,28.646 ,1.069 ,1.725 ,0.105 ,22.890 ,10.072 ,80.557 ,78.108 ,,,,,,
27.540 ,26.542 ,1.071 ,1.897 ,0.124 ,9.624 ,95.700 ,160.000 ,60.000 ,81.130 ,25.241 ,1.036 ,1.834 ,0.102 ,33.030 ,8.977 ,77.153 ,75.674 ,,,,,,
27.540 ,26.542 ,1.071 ,1.897 ,0.124 ,9.624 ,95.700 ,160.000 ,120.000 ,71.080 ,25.926 ,1.027 ,1.777 ,0.097 ,31.810 ,9.158 ,69.430 ,67.634 ,,,,,,
27.540 ,26.542 ,1.071 ,1.897 ,0.124 ,9.624 ,95.700 ,160.000 ,240.000 ,67.110 ,24.974 ,1.042 ,1.712 ,0.082 ,34.400 ,8.533 ,63.145 ,59.498 ,,,,,,
27.540 ,26.542 ,1.071 ,1.897 ,0.124 ,9.624 ,95.700 ,180.000 ,30.000 ,70.740 ,25.172 ,1.042 ,1.738 ,0.093 ,33.460 ,8.686 ,67.089 ,63.841 ,,,,,,
27.540 ,26.542 ,1.071 ,1.897 ,0.124 ,9.624 ,95.700 ,180.000 ,60.000 ,67.180 ,25.015 ,1.046 ,1.702 ,0.086 ,34.050 ,8.516 ,63.314 ,59.446 ,,,,,,
27.540 ,26.542 ,1.071 ,1.897 ,0.124 ,9.624 ,95.700 ,180.000 ,120.000 ,64.310 ,23.793 ,1.056 ,1.673 ,0.063 ,37.650 ,7.893 ,57.649 ,52.743 ,,,,,,
27.540 ,26.542 ,1.071 ,1.897 ,0.124 ,9.624 ,95.700 ,180.000 ,240.000 ,61.870 ,23.292 ,1.053 ,1.627 ,0.062 ,39.170 ,7.578 ,54.294 ,48.717 ,,,,,,
27.540 ,26.542 ,1.071 ,1.897 ,0.124 ,9.624 ,95.700 ,200.000 ,15.000 ,69.320 ,24.171 ,1.070 ,1.719 ,0.071 ,35.870 ,8.130 ,63.126 ,58.556 ,,,,,,
27.540 ,26.542 ,1.071 ,1.897 ,0.124 ,9.624 ,95.700 ,200.000 ,30.000 ,66.830 ,24.114 ,1.064 ,1.709 ,0.069 ,36.290 ,8.094 ,60.717 ,56.207 ,,,,,,
27.540 ,26.542 ,1.071 ,1.897 ,0.124 ,9.624 ,95.700 ,200.000 ,60.000 ,64.060 ,24.315 ,1.069 ,1.651 ,0.062 ,35.930 ,8.026 ,58.684 ,53.419 ,,,,,,
27.540 ,26.542 ,1.071 ,1.897 ,0.124 ,9.624 ,95.700 ,200.000 ,120.000 ,61.260 ,24.066 ,1.029 ,1.593 ,0.058 ,38.070 ,7.885 ,55.545 ,50.189 ,,,,,,
27.540 ,26.542 ,1.071 ,1.897 ,0.124 ,9.624 ,95.700 ,200.000 ,240.000 ,60.540 ,23.960 ,1.015 ,1.566 ,0.056 ,38.940 ,7.812 ,54.650 ,49.141 ,,,,,,
28.600 ,36.700 ,0.734 ,2.093 ,0.128 ,14.670 ,85.700 ,200.000 ,240.000 ,53.920 ,33.300 ,0.417 ,1.586 ,0.054 ,43.890 ,15.090 ,48.925 ,55.464 ,,,,,,
28.600 ,36.700 ,0.734 ,2.093 ,0.128 ,14.670 ,85.700 ,200.000 ,360.000 ,58.710 ,33.200 ,0.402 ,1.554 ,0.054 ,44.390 ,14.720 ,53.111 ,58.910 ,,,,,,
28.600 ,36.700 ,0.734 ,2.093 ,0.128 ,14.670 ,85.700 ,200.000 ,480.000 ,59.910 ,32.600 ,0.405 ,1.546 ,0.058 ,44.670 ,14.370 ,53.217 ,58.685 ,,,,,,
28.600 ,36.700 ,0.734 ,2.093 ,0.128 ,14.670 ,85.700 ,200.000 ,600.000 ,60.210 ,32.500 ,0.402 ,1.514 ,0.058 ,46.580 ,14.450 ,53.319 ,59.307 ,,,,,,
28.600 ,36.700 ,0.734 ,2.093 ,0.128 ,14.670 ,85.700 ,200.000 ,720.000 ,40.420 ,32.500 ,0.390 ,1.514 ,0.058 ,46.690 ,14.740 ,35.794 ,40.613 ,,,,,,
15.970 ,39.435 ,0.684 ,1.562 ,0.076 ,18.010 ,96.000 ,140.000 ,240.000 ,61.083 ,34.384 ,0.799 ,1.569 ,0.047 ,22.610 ,21.450 ,53.259 ,72.750 ,,,,,,
15.970 ,39.435 ,0.668 ,1.562 ,0.094 ,18.010 ,96.000 ,170.000 ,240.000 ,54.594 ,34.767 ,0.758 ,1.570 ,0.037 ,24.040 ,22.020 ,48.131 ,66.750 ,,,,,,
15.970 ,39.435 ,0.652 ,1.562 ,0.113 ,18.010 ,96.000 ,190.000 ,240.000 ,49.617 ,34.495 ,0.769 ,1.501 ,0.037 ,24.320 ,22.650 ,43.401 ,62.400 ,,,,,,
15.970 ,39.435 ,0.636 ,1.562 ,0.131 ,18.010 ,96.000 ,200.000 ,240.000 ,48.393 ,34.484 ,0.750 ,1.510 ,0.035 ,25.310 ,23.130 ,42.317 ,62.150 ,,,,,,
52.000 ,23.400 ,0.519 ,2.051 ,0.139 ,9.260 ,97.071 ,220.000 ,720.000 ,67.700 ,16.500 ,0.355 ,1.745 ,0.057 ,71.800 ,5.970 ,47.737 ,43.647 ,,,,,,
54.000 ,22.800 ,0.553 ,1.789 ,0.071 ,9.006 ,66.670 ,200.000 ,30.000 ,87.000 ,22.400 ,0.362 ,1.607 ,0.061 ,61.100 ,8.864 ,85.474 ,85.619 ,,,,,,
54.000 ,22.800 ,0.553 ,1.789 ,0.071 ,9.006 ,66.670 ,200.000 ,180.000 ,87.000 ,21.400 ,0.386 ,1.514 ,0.056 ,62.500 ,8.112 ,81.658 ,78.363 ,,,,,,
54.000 ,22.800 ,0.553 ,1.789 ,0.071 ,9.006 ,66.670 ,260.000 ,30.000 ,82.000 ,21.300 ,0.289 ,1.465 ,0.044 ,65.600 ,8.185 ,76.605 ,74.522 ,,,,,,
54.000 ,22.800 ,0.553 ,1.789 ,0.071 ,9.006 ,66.670 ,260.000 ,180.000 ,82.000 ,22.100 ,0.244 ,1.466 ,0.047 ,65.700 ,8.682 ,79.482 ,79.045 ,,,,,,
50.700 ,24.500 ,0.511 ,1.812 ,0.112 ,10.017 ,66.670 ,200.000 ,30.000 ,83.000 ,23.300 ,0.412 ,1.545 ,0.092 ,57.000 ,9.048 ,78.935 ,74.970 ,,,,,,
50.700 ,24.500 ,0.511 ,1.812 ,0.112 ,10.017 ,66.670 ,200.000 ,180.000 ,79.000 ,23.300 ,0.286 ,1.391 ,0.088 ,61.200 ,9.006 ,75.131 ,71.029 ,,,,,,
50.700 ,24.500 ,0.511 ,1.812 ,0.112 ,10.017 ,66.670 ,260.000 ,30.000 ,76.000 ,22.500 ,0.230 ,1.387 ,0.076 ,64.500 ,8.749 ,69.796 ,66.381 ,,,,,,
50.700 ,24.500 ,0.511 ,1.812 ,0.112 ,10.017 ,66.670 ,260.000 ,180.000 ,73.000 ,22.400 ,0.191 ,1.339 ,0.073 ,66.100 ,8.687 ,66.743 ,63.305 ,,,,,,
13.600 ,43.000 ,0.537 ,1.647 ,0.128 ,18.412 ,89.500 ,170.000 ,60.000 ,48.500 ,46.300 ,0.389 ,1.607 ,0.122 ,16.400 ,20.575 ,52.222 ,54.200 ,,,,,,
13.600 ,43.000 ,0.537 ,1.647 ,0.128 ,18.412 ,89.500 ,200.000 ,60.000 ,40.100 ,49.400 ,0.275 ,1.457 ,0.111 ,19.700 ,21.952 ,46.068 ,47.811 ,,,,,,
13.600 ,43.000 ,0.537 ,1.647 ,0.128 ,18.412 ,89.500 ,230.000 ,60.000 ,29.700 ,50.500 ,0.125 ,1.331 ,0.107 ,28.800 ,22.668 ,34.880 ,36.566 ,,,,,,
69.750 ,24.170 ,0.029 ,1.847 ,0.051 ,11.240 ,66.670 ,160.000 ,60.000 ,79.400 ,21.320 ,0.022 ,1.728 ,0.016 ,74.580 ,9.420 ,70.038 ,66.543 ,,,,,,
42.230 ,26.470 ,0.605 ,2.285 ,0.159 ,11.520 ,87.500 ,160.000 ,30.000 ,79.630 ,21.830 ,0.540 ,2.078 ,0.140 ,55.120 ,8.620 ,65.671 ,59.584 ,,,,,,
42.230 ,26.470 ,0.605 ,2.285 ,0.159 ,11.520 ,87.500 ,180.000 ,30.000 ,77.590 ,21.270 ,0.461 ,1.822 ,0.134 ,59.100 ,7.940 ,62.348 ,53.478 ,,,,,,
42.230 ,26.470 ,0.605 ,2.285 ,0.159 ,11.520 ,87.500 ,200.000 ,30.000 ,72.920 ,22.020 ,0.308 ,2.093 ,0.126 ,61.880 ,9.330 ,60.661 ,59.058 ,,,,,,
4.870 ,52.180 ,0.480 ,1.860 ,0.011 ,24.263 ,62.800 ,250.000 ,120.000 ,36.570 ,70.370 ,0.136 ,1.690 ,0.025 ,4.830 ,34.798 ,49.318 ,52.450 ,,,,,,
4.870 ,52.180 ,0.480 ,1.860 ,0.011 ,24.263 ,73.429 ,250.000 ,120.000 ,27.310 ,72.240 ,0.115 ,1.656 ,0.021 ,4.820 ,35.699 ,37.809 ,40.183 ,,,,,,
4.870 ,52.180 ,0.480 ,1.860 ,0.011 ,24.263 ,79.333 ,250.000 ,120.000 ,22.840 ,72.450 ,0.097 ,1.757 ,0.019 ,5.830 ,36.680 ,31.712 ,34.529 ,,,,,,
4.870 ,52.180 ,0.480 ,1.860 ,0.011 ,24.263 ,84.500 ,250.000 ,120.000 ,14.630 ,73.350 ,0.095 ,1.751 ,0.019 ,4.990 ,37.132 ,20.566 ,22.390 ,,,,,,
4.870 ,52.180 ,0.480 ,1.860 ,0.011 ,24.263 ,88.375 ,250.000 ,120.000 ,10.300 ,74.530 ,0.087 ,1.702 ,0.016 ,4.790 ,37.466 ,14.712 ,15.905 ,,,,,,
4.870 ,52.180 ,0.480 ,1.860 ,0.011 ,24.263 ,90.700 ,250.000 ,120.000 ,8.960 ,76.330 ,0.081 ,1.629 ,0.018 ,3.390 ,37.911 ,13.107 ,14.000 ,,,,,,
4.870 ,52.180 ,0.480 ,1.860 ,0.011 ,24.263 ,62.800 ,250.000 ,240.000 ,35.070 ,71.380 ,0.130 ,1.688 ,0.023 ,4.230 ,35.361 ,47.974 ,51.111 ,,,,,,
4.870 ,52.180 ,0.480 ,1.860 ,0.011 ,24.263 ,73.429 ,250.000 ,240.000 ,23.280 ,72.540 ,0.115 ,1.643 ,0.022 ,4.480 ,35.757 ,32.364 ,34.309 ,,,,,,
4.870 ,52.180 ,0.480 ,1.860 ,0.011 ,24.263 ,79.333 ,250.000 ,240.000 ,10.750 ,74.050 ,0.091 ,1.711 ,0.021 ,4.480 ,37.244 ,15.256 ,16.502 ,,,,,,
4.870 ,52.180 ,0.480 ,1.860 ,0.011 ,24.263 ,79.333 ,250.000 ,480.000 ,8.510 ,75.800 ,0.078 ,1.569 ,0.020 ,4.520 ,37.208 ,12.362 ,13.050 ,,,,,,
4.870 ,52.180 ,0.480 ,1.860 ,0.011 ,24.263 ,90.700 ,250.000 ,480.000 ,5.970 ,76.900 ,0.069 ,1.537 ,0.021 ,4.210 ,37.607 ,8.798 ,9.253 ,,,,,,
15.410 ,43.790 ,0.422 ,1.803 ,0.188 ,20.007 ,90.420 ,160.000 ,60.000 ,62.110 ,44.560 ,0.417 ,1.753 ,0.150 ,16.380 ,20.186 ,63.202 ,62.665 ,,,,,,
15.410 ,43.790 ,0.422 ,1.803 ,0.188 ,20.007 ,90.420 ,200.000 ,60.000 ,43.150 ,46.160 ,0.300 ,1.703 ,0.130 ,21.840 ,21.335 ,45.485 ,46.014 ,,,,,,
15.410 ,43.790 ,0.422 ,1.803 ,0.188 ,20.007 ,90.420 ,240.000 ,60.000 ,32.420 ,49.810 ,0.182 ,1.578 ,0.094 ,26.050 ,23.197 ,36.877 ,37.588 ,,,,,,
